Date,Category,Longitude,Latitude
12/23/2015,Recovered Stolen Motor Vehicle,-75.10353805,39.99706377
12/23/2015,Recovered Stolen Motor Vehicle,-75.06269232,40.02521817
12/23/2015,Recovered Stolen Motor Vehicle,-75.0501876,40.02231492
12/23/2015,Recovered Stolen Motor Vehicle,-75.12660404,40.04582029
12/23/2015,Recovered Stolen Motor Vehicle,-75.12565666,40.02177763
12/23/2015,Recovered Stolen Motor Vehicle,-75.16352314,40.05121867
12/23/2015,Recovered Stolen Motor Vehicle,-75.10042982,39.99878597
12/23/2015,Recovered Stolen Motor Vehicle,-75.24392952,39.94710348
12/23/2015,Recovered Stolen Motor Vehicle,-75.16378776,40.0510986
12/23/2015,Rape,-75.23980039,39.91129472
12/23/2015,Thefts,-74.98615299,40.07503055
12/23/2015,Narcotic / Drug Law Violations,-75.22732716,39.9482883
12/23/2015,Other Assaults,-75.12728223,39.97299436
12/23/2015,Fraud,-75.17424977,40.04964635
12/23/2015,Thefts,-75.17841916,39.93223621
12/23/2015,Aggravated Assault Firearm,-75.11612423,39.98296901
12/23/2015,Other Assaults,-75.02714497,40.06299308
12/23/2015,Theft from Vehicle,-75.23001421,39.94685916
12/23/2015,Thefts,-75.2311321,39.9914121
12/23/2015,Narcotic / Drug Law Violations,-75.17027485,39.98973931
12/23/2015,Other Assaults,-75.24353217,39.94896984
12/23/2015,Theft from Vehicle,-75.16231431,39.95881742
12/23/2015,All Other Offenses,-75.07752099,40.0227668
12/23/2015,Thefts,-75.20892026,39.97341762
12/23/2015,Aggravated Assault No Firearm,-75.14609261,39.96876734
12/23/2015,Thefts,-75.23023365,39.98619154
12/23/2015,All Other Offenses,-75.16690149,39.95387856
12/23/2015,Thefts,-75.18088604,40.04325601
12/23/2015,Other Assaults,-75.11929894,40.04500392
12/23/2015,Aggravated Assault No Firearm,-75.18369997,40.04951595
12/23/2015,Robbery No Firearm,-75.1367599,40.03097327
12/23/2015,DRIVING UNDER THE INFLUENCE,-75.15208058,39.99521312
12/23/2015,Burglary Residential,-75.22279539,39.97213464
12/23/2015,Vandalism/Criminal Mischief,-75.17557152,40.02988603
12/23/2015,All Other Offenses,-75.24739328,39.96997959
12/23/2015,Other Assaults,-75.122454,39.97849674
12/23/2015,Other Assaults,-75.22906475,39.96837773
12/23/2015,Rape,-75.12197688,39.98108042
12/23/2015,Other Assaults,-75.17560377,40.03682614
12/23/2015,Narcotic / Drug Law Violations,-75.13733866,39.99674411
12/23/2015,Recovered Stolen Motor Vehicle,-75.09422994,39.99274387
12/23/2015,Vandalism/Criminal Mischief,-75.11953969,39.99653832
12/23/2015,Motor Vehicle Theft,-75.12641008,39.99357567
12/23/2015,Vandalism/Criminal Mischief,-75.03406606,40.05351014
12/23/2015,DRIVING UNDER THE INFLUENCE,-75.22050981,39.96753886
12/23/2015,All Other Offenses,-75.16009617,39.96875157
12/23/2015,Recovered Stolen Motor Vehicle,-75.21005492,39.93857864
12/22/2015,Thefts,-75.09958418,40.02849021
12/22/2015,Other Assaults,-75.16893258,39.91510508
12/22/2015,Thefts,-75.07427831,40.04147431
12/22/2015,Forgery and Counterfeiting,-75.17504523,39.9132475
12/22/2015,Thefts,-75.06051478,40.0415056
12/22/2015,Vandalism/Criminal Mischief,-75.06605438,40.05814065
12/22/2015,Vandalism/Criminal Mischief,-75.09608244,40.04599854
12/22/2015,Vandalism/Criminal Mischief,-75.09371243,40.03248506
12/22/2015,Vandalism/Criminal Mischief,-75.18947785,39.92675911
12/22/2015,Vandalism/Criminal Mischief,-75.15624605,39.92463743
12/22/2015,Vandalism/Criminal Mischief,-75.15084141,39.94122313
12/22/2015,Theft from Vehicle,-75.08636399,40.05386428
12/22/2015,Theft from Vehicle,-75.05998096,40.04299063
12/22/2015,Vandalism/Criminal Mischief,-75.21307902,40.03165089
12/22/2015,All Other Offenses,-75.15777017,39.92280318
12/22/2015,Theft from Vehicle,-75.1734304,39.92711298
12/22/2015,Theft from Vehicle,-75.18128612,39.92504509
12/22/2015,Theft from Vehicle,-75.15776239,39.92747478
12/22/2015,Fraud,-75.15996212,39.92779644
12/22/2015,Fraud,-75.17421851,39.94106636
12/22/2015,Fraud,-75.18616178,39.93052626
12/22/2015,Vandalism/Criminal Mischief,-75.09695432,40.05071658
12/22/2015,Vandalism/Criminal Mischief,-75.09402594,40.0318906
12/22/2015,Theft from Vehicle,-75.18064029,39.91934051
12/22/2015,Thefts,-75.17941593,39.91082364
12/22/2015,Thefts,-75.15257263,39.91426112
12/22/2015,Thefts,-75.14592094,39.92252301
12/22/2015,Thefts,-75.16983795,39.92309553
12/22/2015,Theft from Vehicle,-75.18543297,39.92901719
12/22/2015,Theft from Vehicle,-75.17802495,39.92423526
12/22/2015,Burglary Non-Residential,-75.18762901,39.92798205
12/22/2015,Other Assaults,-75.16101009,39.95415003
12/22/2015,Theft from Vehicle,-75.0818563,40.05819315
12/22/2015,Theft from Vehicle,-75.08132509,40.03530863
12/22/2015,All Other Offenses,-75.14363786,39.92350563
12/22/2015,Thefts,-75.15397623,39.94958854
12/22/2015,Fraud,-75.17583254,40.07545972
12/22/2015,Thefts,-75.16791018,39.92670756
12/22/2015,Fraud,-75.09234387,40.02891422
12/22/2015,Fraud,-75.10091571,40.05153169
12/22/2015,Fraud,-75.05623336,40.05418059
12/22/2015,Thefts,-75.16148534,39.95207291
12/22/2015,Other Assaults,-75.15039992,39.92373946
12/22/2015,Robbery Firearm,-75.24706826,39.88631974
12/22/2015,Thefts,-75.059939,40.0477604
12/22/2015,Fraud,-75.07153665,40.06330367
12/22/2015,Theft from Vehicle,-75.10232978,40.0458093
12/22/2015,Vandalism/Criminal Mischief,-75.15693384,39.92151389
12/22/2015,Theft from Vehicle,-75.16763572,39.92658459
12/22/2015,Other Sex Offenses (Not Commercialized),-75.15761277,39.95376756
12/22/2015,Thefts,-75.09958418,40.02849021
12/22/2015,Thefts,-75.10905266,40.03983925
12/22/2015,Fraud,-75.16958477,39.91976315
12/22/2015,Embezzlement,-75.14792115,39.94151505
12/22/2015,Burglary Residential,-75.2208939,39.92738008
12/22/2015,Thefts,-75.08875426,40.05332612
12/22/2015,Thefts,-75.17004181,39.96763549
12/22/2015,Thefts,-75.15882149,39.94941289
12/22/2015,Thefts,-75.1722173,39.96242816
12/22/2015,Thefts,-75.07027736,40.04678827
12/22/2015,Burglary Residential,-75.1486703,39.91775532
12/22/2015,Robbery No Firearm,-75.08162426,40.05304618
12/22/2015,Thefts,-75.06475083,40.05050289
12/22/2015,Fraud,-75.15836541,39.95168744
12/22/2015,Narcotic / Drug Law Violations,-75.02697343,40.10670161
12/22/2015,Thefts,-75.07492293,40.08168109
12/22/2015,Vandalism/Criminal Mischief,-75.09465052,40.05139013
12/22/2015,Vandalism/Criminal Mischief,-75.09940063,40.0498397
12/22/2015,Other Assaults,-75.01045121,40.12983591
12/22/2015,Narcotic / Drug Law Violations,-75.23400194,39.92633968
12/22/2015,Rape,-75.16087164,39.92106681
12/22/2015,All Other Offenses,-75.15711766,39.92800305
12/22/2015,Burglary Residential,-75.16305245,40.04714093
12/22/2015,Burglary Residential,-75.18681372,40.06053866
12/22/2015,Burglary Non-Residential,-75.14918984,40.0584998
12/22/2015,Theft from Vehicle,-75.2514969,39.97267176
12/22/2015,Thefts,-75.16096831,39.93192101
12/22/2015,Thefts,-75.15793327,39.94276662
12/22/2015,Fraud,-75.13891057,39.96046434
12/22/2015,Fraud,-75.03640441,40.07240009
12/22/2015,Fraud,-74.987928,40.04568817
12/22/2015,Thefts,-75.21989863,39.96483904
12/22/2015,Aggravated Assault Firearm,-75.11654386,39.99655122
12/22/2015,Robbery Firearm,-75.18033,40.04495335
12/22/2015,Thefts,-75.12859548,40.02449542
12/22/2015,Fraud,-75.1683068,39.95301027
12/22/2015,Fraud,-75.16528735,39.95255044
12/22/2015,Other Assaults,-75.15632981,39.95362755
12/22/2015,Other Assaults,-75.16143541,39.96172931
12/22/2015,Thefts,-75.14592094,39.92252301
12/22/2015,Thefts,-75.14363786,39.92350563
12/22/2015,Other Assaults,-75.14572513,39.94320038
12/22/2015,Other Assaults,-75.13891057,39.96046434
12/22/2015,Embezzlement,-75.15848465,39.95064248
12/22/2015,Other Assaults,-75.15453154,39.91727055
12/22/2015,Thefts,-75.1413019,39.96522049
12/22/2015,Public Drunkenness,-75.14373932,39.94994301
12/22/2015,Other Assaults,-75.15450373,39.91730926
12/22/2015,Other Assaults,-75.16983795,39.92309553
12/22/2015,Other Assaults,,
12/22/2015,Other Assaults,-75.21755154,40.0285414
12/22/2015,Other Assaults,-74.96476318,40.08230141
12/22/2015,Thefts,-75.17304523,39.94930405
12/22/2015,Weapon Violations,,
12/22/2015,Weapon Violations,-75.21996643,40.04914772
12/22/2015,Aggravated Assault No Firearm,-75.23112825,39.92684065
12/22/2015,Thefts,-75.10503478,40.00987115
12/22/2015,Disorderly Conduct,-75.16419296,39.95790305
12/22/2015,Disorderly Conduct,-75.16419296,39.95790305
12/22/2015,Disorderly Conduct,-75.16413806,39.95793864
12/22/2015,Thefts,-75.15811869,39.95281165
12/22/2015,Thefts,-75.16210423,39.94888374
12/22/2015,Other Sex Offenses (Not Commercialized),-75.20683828,39.96804981
12/22/2015,Burglary Non-Residential,-75.14599282,39.95026172
12/22/2015,Other Assaults,-75.21342625,39.9654288
12/22/2015,Thefts,-75.24106789,39.91244779
12/22/2015,Other Assaults,-75.07553959,39.99572068
12/22/2015,Other Assaults,-75.05844949,40.02259141
12/22/2015,Other Assaults,-75.07818225,40.02241576
12/22/2015,Fraud,-75.15296614,39.94869243
12/22/2015,Disorderly Conduct,-75.15949164,39.97151091
12/22/2015,Weapon Violations,-75.16242711,40.05084766
12/22/2015,Other Assaults,-75.16899206,40.07148285
12/22/2015,Other Assaults,-75.15267555,40.05835537
12/22/2015,Fraud,-75.23372888,39.95657559
12/22/2015,Fraud,-75.15036431,40.06417466
12/22/2015,Thefts,-75.15748425,39.95157617
12/22/2015,Aggravated Assault No Firearm,-75.16369061,40.03708625
12/22/2015,Theft from Vehicle,-75.17063938,40.0351895
12/22/2015,Narcotic / Drug Law Violations,-75.23678047,39.9078904
12/22/2015,Other Assaults,-75.17275124,39.94798061
12/22/2015,Vandalism/Criminal Mischief,-75.21624999,39.93697984
12/22/2015,Aggravated Assault Firearm,-75.14493149,39.97933449
12/22/2015,Aggravated Assault Firearm,-75.14341885,39.97476925
12/22/2015,Other Assaults,-75.16528735,39.95255044
12/22/2015,Fraud,-75.07483183,40.02675322
12/22/2015,Other Assaults,-75.03247681,40.07205007
12/22/2015,Robbery No Firearm,-75.22482165,39.92602246
12/22/2015,Burglary Residential,-75.23389344,39.94310483
12/22/2015,Fraud,-75.22396041,39.92445997
12/22/2015,All Other Offenses,-75.15128735,39.90732326
12/22/2015,All Other Offenses,-75.23317219,39.92447753
12/22/2015,All Other Offenses,-75.23950901,39.94599546
12/22/2015,Other Assaults,-75.07553959,39.99572068
12/22/2015,All Other Offenses,-75.1345909,40.01810496
12/22/2015,All Other Offenses,-75.21394783,39.97027862
12/22/2015,All Other Offenses,-75.17946758,39.99325277
12/22/2015,Other Assaults,-75.17312585,39.98242063
12/22/2015,Other Assaults,-75.17326089,39.98231149
12/22/2015,Other Assaults,-75.13556896,39.98580334
12/22/2015,Other Assaults,-75.24211927,39.94604978
12/22/2015,Other Assaults,-75.23847976,39.95349449
12/22/2015,Thefts,-75.14849126,40.05979298
12/22/2015,Thefts,-75.20767447,40.05867649
12/22/2015,Other Assaults,-75.1544926,39.96945634
12/22/2015,Aggravated Assault No Firearm,-75.22691844,39.96336511
12/22/2015,Other Assaults,-75.08731499,40.02053362
12/22/2015,Other Assaults,-75.23603103,39.9558021
12/22/2015,Aggravated Assault No Firearm,-75.19146693,39.95585216
12/22/2015,Thefts,-75.18031669,40.05524991
12/22/2015,Burglary Residential,-75.24509745,39.97040718
12/22/2015,Burglary Residential,-75.06054342,40.02513839
12/22/2015,Narcotic / Drug Law Violations,-75.15023345,39.99176839
12/22/2015,Burglary Residential,-75.24062085,39.99041164
12/22/2015,Aggravated Assault Firearm,-75.17523527,39.99665243
12/22/2015,Narcotic / Drug Law Violations,-75.12295751,40.03074873
12/22/2015,Other Assaults,-75.11903301,40.00826655
12/22/2015,Other Assaults,-75.11192819,39.99221142
12/22/2015,Fraud,-75.16171768,40.02468321
12/22/2015,Fraud,-75.18188917,40.0053008
12/22/2015,Thefts,-75.08376739,40.0193568
12/22/2015,Thefts,-75.08235854,40.02692733
12/22/2015,Thefts,-75.166693,39.95116858
12/22/2015,Burglary Residential,-75.19300523,39.95819358
12/22/2015,All Other Offenses,-75.14794071,40.02461723
12/22/2015,Fraud,-75.04738103,40.03690884
12/22/2015,Narcotic / Drug Law Violations,-75.12417061,39.99314887
12/22/2015,Narcotic / Drug Law Violations,-75.12886898,39.99146956
12/22/2015,All Other Offenses,-75.13123874,39.98956577
12/22/2015,Other Assaults,-75.12807228,40.0293293
12/22/2015,Fraud,-75.14049467,40.0409635
12/22/2015,Fraud,-75.14217291,40.05051979
12/22/2015,Fraud,-75.13942998,40.03842654
12/22/2015,Fraud,-75.24530885,39.96274504
12/22/2015,All Other Offenses,-75.16725378,39.95123764
12/22/2015,Thefts,-75.16917384,39.95697831
12/22/2015,Burglary Residential,-75.14778577,39.97562489
12/22/2015,Robbery No Firearm,-75.1101286,39.98888035
12/22/2015,Aggravated Assault No Firearm,-75.21486859,39.96923322
12/22/2015,Thefts,-75.16101665,39.94698135
12/22/2015,Thefts,-75.16063608,39.94869922
12/22/2015,Fraud,-75.24079175,39.96193015
12/22/2015,Other Assaults,-75.11844428,40.00119454
12/22/2015,Other Assaults,-75.11727711,40.01740119
12/22/2015,Thefts,-75.15828555,39.98499088
12/22/2015,Thefts,-75.15362374,39.9511836
12/22/2015,Thefts,-75.044526,40.05943968
12/22/2015,Thefts,-75.22092752,39.96473269
12/22/2015,Theft from Vehicle,-75.07905406,40.07927016
12/22/2015,Theft from Vehicle,-75.06344902,40.09183419
12/22/2015,Theft from Vehicle,-74.99280654,40.05142002
12/22/2015,Theft from Vehicle,-74.96023924,40.09369489
12/22/2015,Vandalism/Criminal Mischief,-75.08089637,40.02960603
12/22/2015,Thefts,-75.14096366,39.96765781
12/22/2015,Vandalism/Criminal Mischief,-75.07436235,40.00726789
12/22/2015,Thefts,-75.17996356,40.04215896
12/22/2015,Other Assaults,-75.16703906,39.9665796
12/22/2015,Other Assaults,-75.17306115,39.94930561
12/22/2015,Thefts,-75.23500412,39.96993561
12/22/2015,Weapon Violations,-75.2414826,39.95647004
12/22/2015,Burglary Non-Residential,-75.1993428,39.96159818
12/22/2015,All Other Offenses,-75.21859534,39.95171952
12/22/2015,Other Assaults,-75.1826499,39.92358221
12/22/2015,Thefts,-75.21146496,39.94592874
12/22/2015,Robbery Firearm,-75.23182471,39.96563595
12/22/2015,Robbery Firearm,-75.22961695,39.98449979
12/22/2015,Other Assaults,-75.2214599,39.95722107
12/22/2015,Other Assaults,-75.2214599,39.95722107
12/22/2015,All Other Offenses,-75.1737269,40.03502208
12/22/2015,All Other Offenses,-75.16077197,40.04927435
12/22/2015,Vandalism/Criminal Mischief,-75.19100446,40.06020107
12/22/2015,Vandalism/Criminal Mischief,-75.16917224,40.066538
12/22/2015,All Other Offenses,-75.01276843,40.04187185
12/22/2015,Other Assaults,-75.03669104,40.02854404
12/22/2015,Other Assaults,-75.23287249,39.91644011
12/22/2015,Other Assaults,-75.23686503,39.92372796
12/22/2015,Other Assaults,-75.24316964,39.91311374
12/22/2015,Narcotic / Drug Law Violations,-75.15745737,39.99111601
12/22/2015,Theft from Vehicle,-75.06883636,40.00206099
12/22/2015,Thefts,-75.17519147,40.04872875
12/22/2015,Other Sex Offenses (Not Commercialized),-75.24267268,39.98571641
12/22/2015,Fraud,-75.11309302,40.02139743
12/22/2015,Other Sex Offenses (Not Commercialized),-75.24267268,39.98571641
12/22/2015,Other Sex Offenses (Not Commercialized),-75.24267268,39.98571641
12/22/2015,Other Sex Offenses (Not Commercialized),-75.24267268,39.98571641
12/22/2015,Other Sex Offenses (Not Commercialized),-75.24267268,39.98571641
12/22/2015,Other Sex Offenses (Not Commercialized),-75.2276242,39.98605925
12/22/2015,Other Assaults,-75.12298239,39.9966826
12/22/2015,Narcotic / Drug Law Violations,-75.16288364,39.98883064
12/22/2015,Thefts,-75.21661041,39.96638382
12/22/2015,Other Assaults,-75.17100312,40.07258566
12/22/2015,All Other Offenses,-75.14309423,40.00908455
12/22/2015,Theft from Vehicle,-75.12803263,40.00006722
12/22/2015,Theft from Vehicle,-75.10675413,39.9861818
12/22/2015,Disorderly Conduct,-75.01276843,40.04187185
12/22/2015,Disorderly Conduct,-75.07818225,40.02241576
12/22/2015,Disorderly Conduct,-75.07818225,40.02241576
12/22/2015,Thefts,-75.13865395,39.99501836
12/22/2015,Robbery No Firearm,-75.20589844,39.9600275
12/22/2015,All Other Offenses,-75.17176714,39.93750648
12/22/2015,Theft from Vehicle,-75.1664283,40.06746189
12/22/2015,Other Assaults,-75.14155377,40.00479986
12/22/2015,Thefts,-75.11338859,39.99645942
12/22/2015,Theft from Vehicle,-75.15932784,40.02663836
12/22/2015,All Other Offenses,-75.11136508,39.98652838
12/22/2015,Other Assaults,-75.23950197,39.96815172
12/22/2015,Weapon Violations,-75.24299017,39.97240567
12/22/2015,Thefts,-75.22527926,39.95832669
12/22/2015,Other Assaults,-75.13962731,39.99007836
12/22/2015,Theft from Vehicle,-75.17914712,39.94290871
12/22/2015,Thefts,-75.0884111,40.02356828
12/22/2015,Fraud,-75.14637491,39.97041204
12/22/2015,Fraud,-75.14637491,39.97041204
12/22/2015,Narcotic / Drug Law Violations,-75.12221866,39.99287739
12/22/2015,Robbery No Firearm,-75.15236057,40.06319766
12/22/2015,Robbery No Firearm,-75.17290129,40.08025028
12/22/2015,All Other Offenses,-75.16385251,40.02101487
12/22/2015,All Other Offenses,-75.26797332,39.97271482
12/22/2015,Theft from Vehicle,-75.25149174,39.98099413
12/22/2015,Theft from Vehicle,-75.1162082,40.02052076
12/22/2015,Robbery No Firearm,-75.08308211,40.01058619
12/22/2015,Vandalism/Criminal Mischief,-75.04434457,40.04196776
12/22/2015,Theft from Vehicle,-75.24007654,39.9558424
12/22/2015,Vandalism/Criminal Mischief,-75.23369294,39.97665199
12/22/2015,Vandalism/Criminal Mischief,-75.27357479,39.97826884
12/22/2015,Narcotic / Drug Law Violations,-75.15154661,40.00937106
12/22/2015,Robbery No Firearm,-75.06658905,40.04084483
12/22/2015,Other Assaults,-75.1530075,40.02582034
12/22/2015,Other Assaults,-75.12145819,40.04257424
12/22/2015,Robbery Firearm,-75.15306428,40.02355398
12/22/2015,Burglary Residential,-75.04441395,40.02490529
12/22/2015,Burglary Residential,-75.04705457,40.02547852
12/22/2015,Theft from Vehicle,-75.05104569,40.01613878
12/22/2015,Burglary Residential,-75.14049883,39.9710113
12/22/2015,Disorderly Conduct,-75.17400864,39.99640703
12/22/2015,Robbery No Firearm,-75.21453486,39.95130914
12/22/2015,Thefts,-75.13483612,39.96399812
12/22/2015,Prostitution and Commercialized Vice,-75.12964209,39.98760803
12/22/2015,Thefts,-75.1499904,40.03898047
12/22/2015,Thefts,-75.1531089,40.0462498
12/22/2015,Other Assaults,-75.17357984,39.97970534
12/22/2015,Other Assaults,-75.18789143,39.98456611
12/22/2015,Weapon Violations,-75.19155775,39.95582315
12/22/2015,Theft from Vehicle,-75.17400123,40.05688408
12/22/2015,Thefts,-75.17229944,40.00792879
12/22/2015,Thefts,-75.16663362,39.99555113
12/22/2015,Vandalism/Criminal Mischief,-75.16638807,40.04438421
12/22/2015,Thefts,-74.96476318,40.08230141
12/22/2015,Thefts,-74.97050106,40.08562454
12/22/2015,Thefts,-75.10139925,39.98305565
12/22/2015,Thefts,-75.08934465,39.99729256
12/22/2015,Burglary Residential,-75.14003725,40.03567092
12/22/2015,Thefts,-75.14934226,40.01775871
12/22/2015,All Other Offenses,-75.1243674,40.03096285
12/22/2015,Theft from Vehicle,-75.07424399,40.08336945
12/22/2015,Thefts,-75.14092129,39.9672875
12/22/2015,Vandalism/Criminal Mischief,-75.16620871,39.94846919
12/22/2015,DRIVING UNDER THE INFLUENCE,-75.1689607,40.05485601
12/22/2015,Arson,-75.12168646,39.99536565
12/22/2015,Robbery No Firearm,-75.15623538,39.97839911
12/22/2015,Aggravated Assault No Firearm,-75.18006894,39.98449986
12/22/2015,Theft from Vehicle,-74.99907826,40.07485623
12/22/2015,Theft from Vehicle,-75.09534105,39.99426157
12/22/2015,Thefts,-75.21348943,40.006611
12/22/2015,Narcotic / Drug Law Violations,-75.18286518,39.93360497
12/22/2015,Thefts,-75.02418998,40.07822163
12/22/2015,Theft from Vehicle,-75.19481443,40.04919738
12/22/2015,Vandalism/Criminal Mischief,-75.14408143,39.96975836
12/22/2015,Narcotic / Drug Law Violations,-75.12205724,39.99090696
12/22/2015,Vandalism/Criminal Mischief,-75.16547866,40.04382021
12/22/2015,Liquor Law Violations,-75.08367648,40.01686325
12/22/2015,DRIVING UNDER THE INFLUENCE,-75.23651017,39.96300908
12/22/2015,Theft from Vehicle,-75.23068849,39.97085909
12/22/2015,Thefts,-75.23235442,39.88354554
12/22/2015,Thefts,-75.15872217,40.04178167
12/22/2015,All Other Offenses,-75.12700811,39.99554673
12/22/2015,All Other Offenses,-75.12701994,39.99582137
12/22/2015,All Other Offenses,-75.12701994,39.99582137
12/22/2015,Theft from Vehicle,-75.13747925,39.96505218
12/22/2015,Disorderly Conduct,-75.13084331,39.99090739
12/22/2015,Robbery No Firearm,-75.09909632,40.005821
12/22/2015,Burglary Residential,-75.12580126,40.04419657
12/22/2015,Other Assaults,-75.18006894,39.98449986
12/22/2015,Robbery No Firearm,-75.1206107,40.02772282
12/22/2015,Theft from Vehicle,-75.13391865,39.97702956
12/22/2015,Vandalism/Criminal Mischief,-75.23759589,39.92804715
12/22/2015,Thefts,-75.14207034,40.04115854
12/22/2015,Robbery Firearm,-75.21892194,39.93636654
12/22/2015,Burglary Residential,-75.21110366,39.95678108
12/22/2015,Other Assaults,-75.02874926,40.088747
12/22/2015,Other Assaults,-75.22950813,39.94774833
12/22/2015,Vandalism/Criminal Mischief,-75.23628281,39.95990087
12/22/2015,Vandalism/Criminal Mischief,-75.05844949,40.02259141
12/22/2015,Vandalism/Criminal Mischief,-75.08032058,40.03007171
12/22/2015,All Other Offenses,-75.17636907,39.93901528
12/22/2015,All Other Offenses,-75.21385003,39.97021979
12/22/2015,All Other Offenses,-75.20393022,39.96407866
12/22/2015,Thefts,-75.25333938,39.97239719
12/22/2015,Narcotic / Drug Law Violations,-75.12373934,39.99504556
12/22/2015,Vandalism/Criminal Mischief,-75.08222531,40.02867919
12/22/2015,Burglary Residential,-75.19775224,40.07228649
12/22/2015,Thefts,-75.09880022,39.99173432
12/22/2015,Thefts,-75.09898879,40.00573127
12/22/2015,Other Assaults,-75.1747271,40.03583006
12/22/2015,Vandalism/Criminal Mischief,-75.2410617,39.94972476
12/22/2015,All Other Offenses,-75.241736,39.91412994
12/22/2015,Thefts,-75.15623415,39.98623842
12/22/2015,All Other Offenses,-75.16882552,39.95144137
12/22/2015,All Other Offenses,-75.16725378,39.95123764
12/22/2015,All Other Offenses,-75.16725378,39.95123764
12/22/2015,All Other Offenses,-75.18975375,39.93570878
12/22/2015,All Other Offenses,-75.18975375,39.93570878
12/22/2015,Other Assaults,-75.07357646,40.01312771
12/22/2015,All Other Offenses,-75.22448299,40.0373913
12/22/2015,All Other Offenses,-75.18941873,39.93443843
12/22/2015,All Other Offenses,-75.19076741,39.93584207
12/22/2015,All Other Offenses,-75.19076741,39.93584207
12/22/2015,All Other Offenses,-75.22670144,39.95125083
12/22/2015,Vandalism/Criminal Mischief,-75.2444359,39.97530609
12/22/2015,All Other Offenses,-75.23177038,39.93840171
12/22/2015,All Other Offenses,-75.23339663,39.91380512
12/22/2015,All Other Offenses,-75.23339663,39.91380512
12/22/2015,All Other Offenses,-75.23244183,39.93895169
12/22/2015,All Other Offenses,-75.23244183,39.93895169
12/22/2015,All Other Offenses,-75.23557169,39.92660967
12/22/2015,All Other Offenses,-75.23557169,39.92660967
12/22/2015,All Other Offenses,-75.07862106,40.05545058
12/22/2015,All Other Offenses,-75.08214561,40.05154951
12/22/2015,All Other Offenses,-75.11884238,39.97826308
12/22/2015,Theft from Vehicle,-75.16054043,39.96666059
12/22/2015,All Other Offenses,-75.14674978,40.02971645
12/22/2015,All Other Offenses,-75.14674978,40.02971645
12/22/2015,All Other Offenses,-75.14674978,40.02971645
12/22/2015,All Other Offenses,-75.14674978,40.02971645
12/22/2015,Aggravated Assault No Firearm,-75.17432414,39.98697762
12/22/2015,Vandalism/Criminal Mischief,-75.1470247,40.05504973
12/22/2015,Vandalism/Criminal Mischief,-75.13848117,40.02728611
12/22/2015,All Other Offenses,-75.24547571,39.96884587
12/22/2015,All Other Offenses,-75.21925448,39.97994436
12/22/2015,All Other Offenses,-75.22474677,39.96077178
12/22/2015,Vandalism/Criminal Mischief,-75.16452144,39.98183495
12/22/2015,Vandalism/Criminal Mischief,-75.16604273,39.9813662
12/22/2015,Vandalism/Criminal Mischief,-75.17044653,39.9750004
12/22/2015,Vandalism/Criminal Mischief,-75.16578266,39.98318281
12/22/2015,Vandalism/Criminal Mischief,-75.18141321,39.98866232
12/22/2015,All Other Offenses,-75.2375263,39.96781574
12/22/2015,All Other Offenses,-75.2375263,39.96781574
12/22/2015,All Other Offenses,-75.2375263,39.96781574
12/22/2015,All Other Offenses,-75.23343184,39.97063236
12/22/2015,Vandalism/Criminal Mischief,-75.15789202,39.99431681
12/22/2015,Vandalism/Criminal Mischief,-75.18064126,39.98239354
12/22/2015,All Other Offenses,-75.12893078,39.9923156
12/22/2015,All Other Offenses,-75.12893078,39.9923156
12/22/2015,Vandalism/Criminal Mischief,-75.13920149,39.99667064
12/22/2015,Vandalism/Criminal Mischief,-75.13177655,39.98013643
12/22/2015,Vandalism/Criminal Mischief,-75.12889596,39.99792239
12/22/2015,Thefts,-75.17311081,40.00880791
12/22/2015,Thefts,-75.17311081,40.00880791
12/22/2015,Thefts,-75.10272461,39.99036989
12/22/2015,All Other Offenses,-75.17038307,39.98647649
12/22/2015,All Other Offenses,-75.17038307,39.98647649
12/22/2015,All Other Offenses,-75.17038307,39.98647649
12/22/2015,All Other Offenses,-75.17038307,39.98647649
12/22/2015,All Other Offenses,-75.11383623,39.99657414
12/22/2015,Recovered Stolen Motor Vehicle,-75.16125359,39.96288441
12/22/2015,Motor Vehicle Theft,-75.15254866,39.93804071
12/22/2015,Motor Vehicle Theft,-75.17052862,40.06514407
12/22/2015,Motor Vehicle Theft,-75.18585699,39.99433298
12/22/2015,Motor Vehicle Theft,-75.07250743,40.04322674
12/22/2015,Other Assaults,-75.19536263,39.93284895
12/22/2015,Homicide - Criminal,-75.18123881,40.05472412
12/22/2015,Vandalism/Criminal Mischief,-75.15057557,40.01237962
12/22/2015,Other Assaults,-75.23468718,39.98694683
12/22/2015,Thefts,-75.16663362,39.99555113
12/22/2015,Motor Vehicle Theft,-75.04422996,40.03870874
12/22/2015,Motor Vehicle Theft,-75.19687006,39.93343031
12/22/2015,Other Assaults,-75.15034758,40.00751684
12/22/2015,Other Assaults,-75.13480251,40.01659229
12/22/2015,Recovered Stolen Motor Vehicle,-75.13485047,39.99460721
12/22/2015,Homicide - Criminal,-75.15438578,39.99946468
12/22/2015,All Other Offenses,-75.14475191,40.03908202
12/22/2015,Other Assaults,-75.11766114,40.03485904
12/22/2015,Narcotic / Drug Law Violations,-75.17159464,39.99619811
12/22/2015,Burglary Residential,-75.16508512,40.00630251
